chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
2	58130000	58135000	2	58270000	58275000	61477	61505	0	0	0.5985342231	0.0000000000	0.0000000000
2	58130000	58135000	2	58460000	58465000	61477	61543	0	0	0.5741798178	0.0000000000	0.0000000000
2	58125000	58130000	2	58785000	58790000	61476	61608	0	0	0.4361497252	0.0000000000	0.0000000000
2	58130000	58135000	2	58365000	58370000	61477	61524	0	0	0.4289888596	0.0000000000	0.0000000000
2	58130000	58135000	2	58580000	58585000	61477	61567	0	0	0.3769681056	0.0000000001	0.0000000001
2	58275000	58280000	2	58455000	58460000	61506	61542	0	0	0.3903010373	0.0000000000	0.0000000000
2	58370000	58375000	2	58455000	58460000	61525	61542	0	0	0.3564184640	0.0000000033	0.0000000042
2	58375000	58380000	2	58670000	58675000	61526	61585	0	0	0.3308186126	0.0000000485	0.0000000529
2	58400000	58405000	2	58455000	58460000	61531	61542	0	0	0.3430420019	0.0000000121	0.0000000143
2	58485000	58490000	2	58660000	58665000	61548	61583	0	0	0.3686109463	0.0000000001	0.0000000001
2	58990000	58995000	2	59410000	59415000	61649	61733	0	0	0.3356235534	0.0000000035	0.0000000045
2	59520000	59525000	2	60370000	60375000	61755	61925	0	0	0.3336636986	0.0000000342	0.0000000380
2	59985000	59990000	2	60810000	60815000	61848	62013	0	0	0.3084852716	0.0000000694	0.0000000743
2	60110000	60115000	2	60800000	60805000	61873	62011	0	0	0.3378090814	0.0000000027	0.0000000035
2	60380000	60385000	2	60775000	60780000	61927	62006	0	0	0.3997742391	0.0000000000	0.0000000000
2	60460000	60465000	2	60775000	60780000	61943	62006	0	0	0.3142572471	0.0000000378	0.0000000419
2	60540000	60545000	2	60770000	60775000	61959	62005	0	0	0.5308987723	0.0000000000	0.0000000000
2	60540000	60545000	2	60665000	60670000	61959	61984	0	0	0.3286657485	0.0000000078	0.0000000095
2	60670000	60675000	2	60770000	60775000	61985	62005	0	0	0.3543722305	0.0000000004	0.0000000005
2	60935000	60940000	2	61230000	61235000	62038	62097	0	0	0.7149469581	0.0000000000	0.0000000000
2	60935000	60940000	2	60970000	60975000	62038	62045	0	0	0.4567734069	0.0000000000	0.0000000000
2	60935000	60940000	2	61415000	61420000	62038	62134	0	0	0.3140006252	0.0000000389	0.0000000429
2	60935000	60940000	2	61430000	61435000	62038	62137	0	0	0.3138484784	0.0000000395	0.0000000436
2	61020000	61025000	2	61225000	61230000	62055	62096	0	0	0.8384889093	0.0000000000	0.0000000000
2	61005000	61010000	2	61435000	61440000	62052	62138	0	0	0.3513728201	0.0000000005	0.0000000008
2	61000000	61005000	2	61620000	61625000	62051	62175	0	0	0.3161718225	0.0000000308	0.0000000345
2	61010000	61015000	2	61405000	61410000	62053	62132	0	0	0.3173555311	0.0000000272	0.0000000306
2	61025000	61030000	2	61125000	61130000	62056	62076	0	0	0.5163356738	0.0000000000	0.0000000000
2	61115000	61120000	2	61220000	61225000	62074	62095	0	0	0.5900213184	0.0000000000	0.0000000000
2	61250000	61255000	2	61400000	61405000	62101	62131	0	0	0.3850722181	0.0000000000	0.0000000000
2	61250000	61255000	2	61285000	61290000	62101	62108	0	0	0.4592380451	0.0000000000	0.0000000000
2	61295000	61300000	2	61395000	61400000	62110	62130	0	0	0.3548184518	0.0000000004	0.0000000005
2	61355000	61360000	2	61890000	61895000	62122	62229	0	0	0.3261750052	0.0000000103	0.0000000123
2	61430000	61435000	2	61520000	61525000	62137	62155	0	0	0.4024147814	0.0000000000	0.0000000000
2	61430000	61435000	2	61565000	61570000	62137	62164	0	0	0.3114582455	0.0000000509	0.0000000554
2	61435000	61440000	2	61745000	61750000	62138	62200	0	0	0.3219230023	0.0000000165	0.0000000192
2	61455000	61460000	2	61725000	61730000	62142	62196	0	0	0.3140093026	0.0000000388	0.0000000429
2	61510000	61515000	2	61715000	61720000	62153	62194	0	0	0.3406336025	0.0000000020	0.0000000026
2	61580000	61585000	2	61725000	61730000	62167	62196	0	0	0.3701390970	0.0000000000	0.0000000001
2	61595000	61600000	2	61640000	61645000	62170	62179	0	0	0.3252823140	0.0000000590	0.0000000637
2	61640000	61645000	2	61885000	61890000	62179	62228	0	0	0.4171479879	0.0000000000	0.0000000000
2	61635000	61640000	2	62105000	62110000	62178	62272	0	0	0.4009923269	0.0000000000	0.0000000000
2	61650000	61655000	2	61700000	61705000	62181	62191	0	0	0.5332286519	0.0000000000	0.0000000000
2	61665000	61670000	2	62420000	62425000	62184	62335	0	0	0.3492691584	0.0000000007	0.0000000010
2	61710000	61715000	2	61750000	61755000	62193	62201	0	0	0.7388428033	0.0000000000	0.0000000000
2	61715000	61720000	2	62100000	62105000	62194	62271	0	0	0.5746697152	0.0000000000	0.0000000000
2	61725000	61730000	2	61885000	61890000	62196	62228	0	0	0.3350788024	0.0000000038	0.0000000048
2	61765000	61770000	2	61885000	61890000	62204	62228	0	0	0.4818148434	0.0000000000	0.0000000000
2	61925000	61930000	2	62005000	62010000	62236	62252	0	0	0.3935521735	0.0000000000	0.0000000000
2	61920000	61925000	2	62075000	62080000	62235	62266	0	0	0.3315301819	0.0000000056	0.0000000070
2	61920000	61925000	2	62105000	62110000	62235	62272	0	0	0.3100115341	0.0000000592	0.0000000639
2	61930000	61935000	2	62645000	62650000	62237	62380	0	0	0.3336323858	0.0000000044	0.0000000056
2	62020000	62025000	2	62070000	62075000	62255	62265	0	0	0.4092253898	0.0000000000	0.0000000000
2	62085000	62090000	2	62105000	62110000	62268	62272	0	0	0.5427137012	0.0000000000	0.0000000000
2	62145000	62150000	2	62640000	62645000	62280	62379	0	0	0.7858291817	0.0000000000	0.0000000000
2	62145000	62150000	2	62435000	62440000	62280	62338	0	0	0.5127922203	0.0000000000	0.0000000000
2	62145000	62150000	2	63000000	63005000	62280	62451	0	0	0.5891792518	0.0000000000	0.0000000000
2	62155000	62160000	2	62210000	62215000	62282	62293	0	0	0.5641067381	0.0000000000	0.0000000000
2	62145000	62150000	2	62315000	62320000	62280	62314	0	0	0.3682273212	0.0000000001	0.0000000001
2	62145000	62150000	2	62500000	62505000	62280	62351	0	0	0.3080630062	0.0000000726	0.0000000775
2	62215000	62220000	2	62640000	62645000	62294	62379	0	0	0.6730200600	0.0000000000	0.0000000000
2	62215000	62220000	2	63000000	63005000	62294	62451	0	0	0.4686237048	0.0000000000	0.0000000000
2	62220000	62225000	2	62430000	62435000	62295	62337	0	0	0.6890869736	0.0000000000	0.0000000000
2	62215000	62220000	2	62525000	62530000	62294	62356	0	0	0.4569438980	0.0000000000	0.0000000000
2	62220000	62225000	2	62370000	62375000	62295	62325	0	0	0.4825955516	0.0000000000	0.0000000000
2	62220000	62225000	2	62325000	62330000	62295	62316	0	0	0.3224886587	0.0000000155	0.0000000181
2	62225000	62230000	2	62260000	62265000	62296	62303	0	0	0.3244298205	0.0000001739	0.0000001803
2	62275000	62280000	2	62365000	62370000	62306	62324	0	0	0.4011875513	0.0000000000	0.0000000000
2	62370000	62375000	2	62635000	62640000	62325	62378	0	0	0.5507548709	0.0000000000	0.0000000000
2	62370000	62375000	2	62420000	62425000	62325	62335	0	0	0.5640101072	0.0000000000	0.0000000000
2	62370000	62375000	2	62530000	62535000	62325	62357	0	0	0.4587467933	0.0000000000	0.0000000000
2	62435000	62440000	2	62635000	62640000	62338	62378	0	0	0.7056389434	0.0000000000	0.0000000000
2	62435000	62440000	2	62525000	62530000	62338	62356	0	0	0.4196918446	0.0000000000	0.0000000000
2	62435000	62440000	2	62570000	62575000	62338	62365	0	0	0.3299886857	0.0000000067	0.0000000082
2	62525000	62530000	2	62630000	62635000	62356	62377	0	0	0.5447193443	0.0000000000	0.0000000000
2	62530000	62535000	2	62565000	62570000	62357	62364	0	0	0.3573714734	0.0000000065	0.0000000080
2	62685000	62690000	2	63000000	63005000	62388	62451	0	0	0.8264885938	0.0000000000	0.0000000000
2	62685000	62690000	2	63265000	63270000	62388	62504	0	0	0.4352871060	0.0000000000	0.0000000000
2	62685000	62690000	2	63120000	63125000	62388	62475	0	0	0.3390928238	0.0000000024	0.0000000031
2	62685000	62690000	2	63410000	63415000	62388	62533	0	0	0.3532450973	0.0000000004	0.0000000006
2	62685000	62690000	2	62925000	62930000	62388	62436	0	0	0.3062911377	0.0000000872	0.0000000924
2	62700000	62705000	2	62775000	62780000	62391	62406	0	0	0.3158578555	0.0000000337	0.0000000375
2	62930000	62935000	2	62990000	62995000	62437	62449	0	0	0.4256215219	0.0000000000	0.0000000000
2	63015000	63020000	2	63410000	63415000	62454	62533	0	0	0.5509565195	0.0000000000	0.0000000000
2	63015000	63020000	2	63715000	63720000	62454	62594	0	0	0.5430959216	0.0000000000	0.0000000000
2	63015000	63020000	2	63770000	63775000	62454	62605	0	0	0.4906448039	0.0000000000	0.0000000000
2	63015000	63020000	2	63275000	63280000	62454	62506	0	0	0.4397597775	0.0000000000	0.0000000000
2	63015000	63020000	2	63650000	63655000	62454	62581	0	0	0.3200438699	0.0000000203	0.0000000233
2	63290000	63295000	2	63710000	63715000	62509	62593	0	0	0.3872187608	0.0000000000	0.0000000000
2	63825000	63830000	2	64080000	64085000	62616	62667	0	0	0.4322777023	0.0000000000	0.0000000000
2	63825000	63830000	2	64110000	64115000	62616	62673	0	0	0.3024770754	0.0000001288	0.0000001344
2	63845000	63850000	2	63895000	63900000	62620	62630	0	0	0.4631038072	0.0000000000	0.0000000000
2	63920000	63925000	2	64090000	64095000	62635	62669	0	0	0.7311127363	0.0000000000	0.0000000000
2	63915000	63920000	2	64470000	64475000	62634	62745	0	0	0.3286373114	0.0000000568	0.0000000614
2	63920000	63925000	2	64245000	64250000	62635	62700	0	0	0.3196807360	0.0000000552	0.0000000599
2	63920000	63925000	2	64720000	64725000	62635	62795	0	0	0.3850502706	0.0000000000	0.0000000000
2	64125000	64130000	2	64235000	64240000	62676	62698	0	0	0.3273678568	0.0000000090	0.0000000109
2	64215000	64220000	2	64235000	64240000	62694	62698	0	0	0.3054519487	0.0000053514	0.0000053895
2	64275000	64280000	2	64550000	64555000	62706	62761	0	0	0.8147238003	0.0000000000	0.0000000000
2	64275000	64280000	2	64715000	64720000	62706	62794	0	0	0.7142818935	0.0000000000	0.0000000000
2	64275000	64280000	2	64790000	64795000	62706	62809	0	0	0.4615009436	0.0000000000	0.0000000000
2	64275000	64280000	2	65095000	65100000	62706	62870	0	0	0.3836174195	0.0000000000	0.0000000000
2	64275000	64280000	2	64365000	64370000	62706	62724	0	0	0.4862124619	0.0000000000	0.0000000000
2	64275000	64280000	2	64445000	64450000	62706	62740	0	0	0.3827317279	0.0000000000	0.0000000001
2	64275000	64280000	2	64855000	64860000	62706	62822	0	0	0.3164803264	0.0000000298	0.0000000335
2	64280000	64285000	2	64315000	64320000	62707	62714	0	0	0.3526300084	0.0000000107	0.0000000127
2	64325000	64330000	2	64440000	64445000	62716	62739	0	0	0.4275856445	0.0000000000	0.0000000000
2	64365000	64370000	2	64545000	64550000	62724	62760	0	0	0.4495392404	0.0000000000	0.0000000000
2	64330000	64335000	2	64360000	64365000	62717	62723	0	0	0.3739367841	0.0000000023	0.0000000030
2	64445000	64450000	2	64540000	64545000	62740	62759	0	0	0.6058951003	0.0000000000	0.0000000000
2	64440000	64445000	2	65155000	65160000	62739	62882	0	0	0.3179959204	0.0000000656	0.0000000704
2	64515000	64520000	2	64540000	64545000	62754	62759	0	0	0.3865336297	0.0000000063	0.0000000077
2	64560000	64565000	2	64790000	64795000	62763	62809	0	0	0.6977530417	0.0000000000	0.0000000000
2	64555000	64560000	2	65265000	65270000	62762	62904	0	0	0.5522837119	0.0000000000	0.0000000000
2	64565000	64570000	2	64715000	64720000	62764	62794	0	0	0.7272411611	0.0000000000	0.0000000000
2	64560000	64565000	2	64855000	64860000	62763	62822	0	0	0.5065635843	0.0000000000	0.0000000000
2	64560000	64565000	2	65095000	65100000	62763	62870	0	0	0.6913983695	0.0000000000	0.0000000000
2	64555000	64560000	2	64945000	64950000	62762	62840	0	0	0.3401100723	0.0000000021	0.0000000027
2	64685000	64690000	2	64790000	64795000	62788	62809	0	0	0.3596765107	0.0000000002	0.0000000003
2	64690000	64695000	2	64730000	64735000	62789	62797	0	0	0.3688177027	0.0000000009	0.0000000013
2	64745000	64750000	2	65095000	65100000	62800	62870	0	0	0.6656961213	0.0000000000	0.0000000000
2	64750000	64755000	2	64790000	64795000	62801	62809	0	0	0.6686297506	0.0000000000	0.0000000000
2	64750000	64755000	2	65265000	65270000	62801	62904	0	0	0.5654608068	0.0000000000	0.0000000000
2	64750000	64755000	2	64865000	64870000	62801	62824	0	0	0.5246853491	0.0000000000	0.0000000000
2	64755000	64760000	2	64950000	64955000	62802	62841	0	0	0.3432827074	0.0000000014	0.0000000019
2	64815000	64820000	2	65090000	65095000	62814	62869	0	0	0.8172477070	0.0000000000	0.0000000000
2	64815000	64820000	2	65260000	65265000	62814	62903	0	0	0.6198243812	0.0000000000	0.0000000000
2	64815000	64820000	2	64865000	64870000	62814	62824	0	0	0.6311625299	0.0000000000	0.0000000000
2	64815000	64820000	2	64985000	64990000	62814	62848	0	0	0.3476980798	0.0000000008	0.0000000012
2	64870000	64875000	2	65085000	65090000	62825	62868	0	0	0.6213814127	0.0000000000	0.0000000000
2	64875000	64880000	2	64970000	64975000	62826	62845	0	0	0.7434762758	0.0000000000	0.0000000000
2	64880000	64885000	2	64925000	64930000	62827	62836	0	0	0.3217024723	0.0000000844	0.0000000896
2	64980000	64985000	2	65060000	65065000	62847	62863	0	0	0.4421358373	0.0000000000	0.0000000000
2	64950000	64955000	2	65265000	65270000	62841	62904	0	0	0.4369891178	0.0000000000	0.0000000000
2	65095000	65100000	2	65265000	65270000	62870	62904	0	0	0.5009213992	0.0000000000	0.0000000000
2	65105000	65110000	2	65130000	65135000	62872	62877	0	0	0.5845319242	0.0000000000	0.0000000000
2	65135000	65140000	2	65795000	65800000	62878	63010	0	0	0.4104750657	0.0000000000	0.0000000000
2	65125000	65130000	2	65410000	65415000	62876	62933	0	0	0.3334968062	0.0000000045	0.0000000057
2	65145000	65150000	2	65260000	65265000	62880	62903	0	0	0.7905151672	0.0000000000	0.0000000000
2	65150000	65155000	2	65210000	65215000	62881	62893	0	0	0.5385971862	0.0000000000	0.0000000000
2	65150000	65155000	2	65455000	65460000	62881	62942	0	0	0.3399458484	0.0000000021	0.0000000028
2	65220000	65225000	2	65260000	65265000	62895	62903	0	0	0.5307090417	0.0000000000	0.0000000000
2	65295000	65300000	2	65790000	65795000	62910	63009	0	0	0.7579917190	0.0000000000	0.0000000000
2	65295000	65300000	2	65410000	65415000	62910	62933	0	0	0.6979740348	0.0000000000	0.0000000000
2	65290000	65295000	2	65610000	65615000	62909	62973	0	0	0.3555325890	0.0000000003	0.0000000005
2	65290000	65295000	2	65655000	65660000	62909	62982	0	0	0.4926947944	0.0000000000	0.0000000000
2	65295000	65300000	2	65345000	65350000	62910	62920	0	0	0.4387003186	0.0000000000	0.0000000000
2	65295000	65300000	2	65570000	65575000	62910	62965	0	0	0.3135182172	0.0000000409	0.0000000451
2	65415000	65420000	2	65795000	65800000	62934	63010	0	0	0.5199513693	0.0000000000	0.0000000000
2	65470000	65475000	2	65490000	65495000	62945	62949	0	0	0.3315173110	0.0000006733	0.0000006872
2	65490000	65495000	2	65785000	65790000	62949	63008	0	0	0.8332775929	0.0000000000	0.0000000000
2	65495000	65500000	2	65660000	65665000	62950	62983	0	0	0.5696598072	0.0000000000	0.0000000000
2	65590000	65595000	2	65655000	65660000	62969	62982	0	0	0.4828715598	0.0000000000	0.0000000000
2	65600000	65605000	2	65780000	65785000	62971	63007	0	0	0.4820399380	0.0000000000	0.0000000000
2	65665000	65670000	2	65775000	65780000	62984	63006	0	0	0.7007079439	0.0000000000	0.0000000000
2	65865000	65870000	2	65940000	65945000	63024	63039	0	0	0.5333153413	0.0000000000	0.0000000000
2	65865000	65870000	2	66015000	66020000	63024	63054	0	0	0.3678112034	0.0000000001	0.0000000001
2	65870000	65875000	2	66650000	66655000	63025	63181	0	0	0.3747590298	0.0000000001	0.0000000002
2	65870000	65875000	2	66800000	66805000	63025	63211	0	0	0.4080838374	0.0000000000	0.0000000000
2	66660000	66665000	2	66805000	66810000	63183	63212	0	0	0.3291214919	0.0000000206	0.0000000237
2	67955000	67960000	2	68250000	68255000	63442	63501	0	0	0.4320730164	0.0000000000	0.0000000000
2	68075000	68080000	2	68250000	68255000	63466	63501	0	0	0.4075443930	0.0000000000	0.0000000000
2	68280000	68285000	2	68510000	68515000	63507	63553	0	0	0.4064206630	0.0000000000	0.0000000000
2	68285000	68290000	2	68675000	68680000	63508	63586	0	0	0.5045571394	0.0000000000	0.0000000000
2	68290000	68295000	2	68335000	68340000	63509	63518	0	0	0.6296607307	0.0000000000	0.0000000000
2	68285000	68290000	2	68400000	68405000	63508	63531	0	0	0.4089512265	0.0000000000	0.0000000000
2	68350000	68355000	2	68510000	68515000	63521	63553	0	0	0.6942900448	0.0000000000	0.0000000000
2	68350000	68355000	2	68670000	68675000	63521	63585	0	0	0.7025962720	0.0000000000	0.0000000000
2	68350000	68355000	2	68580000	68585000	63521	63567	0	0	0.5166860878	0.0000000000	0.0000000000
2	68355000	68360000	2	68405000	68410000	63522	63532	0	0	0.4191251796	0.0000000000	0.0000000000
2	68420000	68425000	2	68470000	68475000	63535	63545	0	0	0.4725832393	0.0000000000	0.0000000000
2	68420000	68425000	2	68670000	68675000	63535	63585	0	0	0.6276352047	0.0000000000	0.0000000000
2	68425000	68430000	2	68590000	68595000	63536	63569	0	0	0.3327180988	0.0000000049	0.0000000062
2	68530000	68535000	2	68570000	68575000	63557	63565	0	0	0.4853626838	0.0000000000	0.0000000000
2	68590000	68595000	2	68665000	68670000	63569	63584	0	0	0.7784130887	0.0000000000	0.0000000000
2	68585000	68590000	2	68950000	68955000	63568	63641	0	0	0.3702611488	0.0000000000	0.0000000001
2	68695000	68700000	2	68940000	68945000	63590	63639	0	0	0.6642903604	0.0000000000	0.0000000000
2	68695000	68700000	2	69145000	69150000	63590	63680	0	0	0.6257285528	0.0000000000	0.0000000000
2	68695000	68700000	2	69065000	69070000	63590	63664	0	0	0.4279139771	0.0000000000	0.0000000000
2	68690000	68695000	2	69535000	69540000	63589	63758	0	0	0.3708943641	0.0000000000	0.0000000001
2	68705000	68710000	2	68820000	68825000	63592	63615	0	0	0.4213013896	0.0000000000	0.0000000000
2	68980000	68985000	2	69135000	69140000	63647	63678	0	0	0.6741079176	0.0000000000	0.0000000000
2	68980000	68985000	2	69060000	69065000	63647	63663	0	0	0.6440897779	0.0000000000	0.0000000000
2	68990000	68995000	2	69535000	69540000	63649	63758	0	0	0.3322313557	0.0000000052	0.0000000065
2	69070000	69075000	2	69130000	69135000	63665	63677	0	0	0.3904536382	0.0000000000	0.0000000000
2	69170000	69175000	2	69530000	69535000	63685	63757	0	0	0.5378105116	0.0000000000	0.0000000000
2	69250000	69255000	2	69530000	69535000	63701	63757	0	0	0.7124490911	0.0000000000	0.0000000000
2	69245000	69250000	2	69935000	69940000	63700	63838	0	0	0.4323537326	0.0000000000	0.0000000000
2	69250000	69255000	2	69790000	69795000	63701	63809	0	0	0.3515104098	0.0000000005	0.0000000007
2	69560000	69565000	2	69590000	69595000	63763	63769	0	0	0.6633778236	0.0000000000	0.0000000000
2	69610000	69615000	2	69940000	69945000	63773	63839	0	0	0.5729785001	0.0000000000	0.0000000000
2	69605000	69610000	2	69790000	69795000	63772	63809	0	0	0.4784312200	0.0000000000	0.0000000000
2	69605000	69610000	2	69725000	69730000	63772	63796	0	0	0.3099259470	0.0000000598	0.0000000644
2	69615000	69620000	2	69655000	69660000	63774	63782	0	0	0.4126764883	0.0000000000	0.0000000000
2	69670000	69675000	2	69940000	69945000	63785	63839	0	0	0.4005112471	0.0000000000	0.0000000000
2	69670000	69675000	2	69760000	69765000	63785	63803	0	0	0.3706223140	0.0000000000	0.0000000001
2	69785000	69790000	2	69940000	69945000	63808	63839	0	0	0.8830238541	0.0000000000	0.0000000000
2	69785000	69790000	2	70040000	70045000	63808	63859	0	0	0.6502957857	0.0000000000	0.0000000000
2	69785000	69790000	2	70375000	70380000	63808	63926	0	0	0.3182859593	0.0000000246	0.0000000279
2	69790000	69795000	2	69860000	69865000	63809	63823	0	0	0.4414868035	0.0000000000	0.0000000000
2	69875000	69880000	2	69930000	69935000	63826	63837	0	0	0.3915661687	0.0000000000	0.0000000000
2	69845000	69850000	2	70045000	70050000	63820	63860	0	0	0.3254288350	0.0000000112	0.0000000133
2	69870000	69875000	2	70045000	70050000	63825	63860	0	0	0.3539355022	0.0000000004	0.0000000006
2	69950000	69955000	2	70045000	70050000	63841	63860	0	0	0.8729943686	0.0000000000	0.0000000000
2	69950000	69955000	2	70115000	70120000	63841	63874	0	0	0.6038071714	0.0000000000	0.0000000000
2	69955000	69960000	2	70300000	70305000	63842	63911	0	0	0.4906282053	0.0000000000	0.0000000000
2	69955000	69960000	2	70375000	70380000	63842	63926	0	0	0.4878460431	0.0000000000	0.0000000000
2	69955000	69960000	2	70515000	70520000	63842	63954	0	0	0.3882637397	0.0000000000	0.0000000000
2	69955000	69960000	2	70435000	70440000	63842	63938	0	0	0.3267873190	0.0000000096	0.0000000116
2	69960000	69965000	2	70475000	70480000	63843	63946	0	0	0.3449671662	0.0000000012	0.0000000016
2	70065000	70070000	2	70110000	70115000	63864	63873	0	0	0.6844360345	0.0000000000	0.0000000000
2	70060000	70065000	2	70300000	70305000	63863	63911	0	0	0.3808322220	0.0000000000	0.0000000000
2	70135000	70140000	2	70375000	70380000	63878	63926	0	0	0.7199651952	0.0000000000	0.0000000000
2	70140000	70145000	2	70295000	70300000	63879	63910	0	0	0.6933360746	0.0000000000	0.0000000000
2	70135000	70140000	2	70850000	70855000	63878	64021	0	0	0.3865918164	0.0000000000	0.0000000000
2	70250000	70255000	2	70285000	70290000	63901	63908	0	0	0.3596741377	0.0000000051	0.0000000063
2	70240000	70245000	2	70375000	70380000	63899	63926	0	0	0.3195296823	0.0000000215	0.0000000245
2	70310000	70315000	2	70365000	70370000	63913	63924	0	0	0.7736863908	0.0000000000	0.0000000000
2	70300000	70305000	2	70515000	70520000	63911	63954	0	0	0.3362999851	0.0000000033	0.0000000042
2	70305000	70310000	2	70470000	70475000	63912	63945	0	0	0.3397104263	0.0000000022	0.0000000029
2	70375000	70380000	2	70515000	70520000	63926	63954	0	0	0.4213737988	0.0000000000	0.0000000000
2	70375000	70380000	2	70410000	70415000	63926	63933	0	0	0.3968976281	0.0000000001	0.0000000001
2	70385000	70390000	2	70450000	70455000	63928	63941	0	0	0.4211606320	0.0000000000	0.0000000000
2	70430000	70435000	2	70455000	70460000	63937	63942	0	0	0.4681325714	0.0000000000	0.0000000000
2	70485000	70490000	2	70510000	70515000	63948	63953	0	0	0.6170173122	0.0000000000	0.0000000000
2	70520000	70525000	2	71290000	71295000	63955	64109	0	0	0.3795877010	0.0000000000	0.0000000000
2	70535000	70540000	2	71165000	71170000	63958	64084	0	0	0.4398857768	0.0000000000	0.0000000000
2	70545000	70550000	2	70850000	70855000	63960	64021	0	0	0.5254077698	0.0000000000	0.0000000000
2	70545000	70550000	2	71005000	71010000	63960	64052	0	0	0.4135410875	0.0000000000	0.0000000000
2	70540000	70545000	2	70565000	70570000	63959	63964	0	0	0.3350672182	0.0000002348	0.0000002424
2	70880000	70885000	2	71155000	71160000	64027	64082	0	0	0.3130814925	0.0000000429	0.0000000471
2	71015000	71020000	2	71165000	71170000	64054	64084	0	0	0.5673311792	0.0000000000	0.0000000000
2	71015000	71020000	2	71090000	71095000	64054	64069	0	0	0.3635865103	0.0000000001	0.0000000002
2	71090000	71095000	2	71170000	71175000	64069	64085	0	0	0.7467599957	0.0000000000	0.0000000000
2	71185000	71190000	2	71220000	71225000	64088	64095	0	0	0.4075946521	0.0000000000	0.0000000000
2	71245000	71250000	2	71735000	71740000	64100	64198	0	0	0.6361178843	0.0000000000	0.0000000000
2	71250000	71255000	2	71375000	71380000	64101	64126	0	0	0.4673589950	0.0000000000	0.0000000000
2	71250000	71255000	2	71500000	71505000	64101	64151	0	0	0.3835886677	0.0000000000	0.0000000000
2	71385000	71390000	2	71730000	71735000	64128	64197	0	0	0.5767248374	0.0000000000	0.0000000000
2	71385000	71390000	2	71445000	71450000	64128	64140	0	0	0.3355571819	0.0000000193	0.0000000223
2	71385000	71390000	2	71505000	71510000	64128	64152	0	0	0.3573451646	0.0000000009	0.0000000012
2	71525000	71530000	2	71735000	71740000	64156	64198	0	0	0.8422363812	0.0000000000	0.0000000000
2	71585000	71590000	2	71640000	71645000	64168	64179	0	0	0.3895465020	0.0000000001	0.0000000001
2	71680000	71685000	2	71725000	71730000	64187	64196	0	0	0.4730571065	0.0000000000	0.0000000000
2	71770000	71775000	2	72370000	72375000	64205	64325	0	0	0.7133448039	0.0000000000	0.0000000000
2	71770000	71775000	2	72025000	72030000	64205	64256	0	0	0.5135400531	0.0000000000	0.0000000000
2	71765000	71770000	2	72210000	72215000	64204	64293	0	0	0.3197995778	0.0000000546	0.0000000592
2	71765000	71770000	2	71815000	71820000	64204	64214	0	0	0.3036933671	0.0000003312	0.0000003406
2	72150000	72155000	2	72970000	72975000	64281	64445	0	0	0.5258380537	0.0000000000	0.0000000000
2	72150000	72155000	2	72805000	72810000	64281	64412	0	0	0.6516345969	0.0000000000	0.0000000000
2	72150000	72155000	2	72370000	72375000	64281	64325	0	0	0.5172648416	0.0000000000	0.0000000000
2	72380000	72385000	2	72805000	72810000	64327	64412	0	0	0.4299104865	0.0000000000	0.0000000000
2	72370000	72375000	2	73175000	73180000	64325	64486	0	0	0.3453041298	0.0000000011	0.0000000015
2	72375000	72380000	2	72970000	72975000	64326	64445	0	0	0.3099435157	0.0000000596	0.0000000643
2	72820000	72825000	2	72970000	72975000	64415	64445	0	0	0.3373118713	0.0000000029	0.0000000037
2	72830000	72835000	2	73090000	73095000	64417	64469	0	0	0.3683473493	0.0000000001	0.0000000001
2	72995000	73000000	2	73085000	73090000	64450	64468	0	0	0.8715841461	0.0000000000	0.0000000000
2	72995000	73000000	2	73195000	73200000	64450	64490	0	0	0.3806730205	0.0000000000	0.0000000000
2	73120000	73125000	2	73390000	73395000	64475	64529	0	0	0.5859679394	0.0000000000	0.0000000000
2	73120000	73125000	2	73200000	73205000	64475	64491	0	0	0.7456853988	0.0000000000	0.0000000000
2	73120000	73125000	2	73310000	73315000	64475	64513	0	0	0.4313430638	0.0000000000	0.0000000000
2	73215000	73220000	2	73395000	73400000	64494	64530	0	0	0.7872331741	0.0000000000	0.0000000000
2	73225000	73230000	2	73295000	73300000	64496	64510	0	0	0.4415909529	0.0000000000	0.0000000000
2	73310000	73315000	2	73390000	73395000	64513	64529	0	0	0.7146708139	0.0000000000	0.0000000000
2	73300000	73305000	2	73515000	73520000	64511	64554	0	0	0.3179424052	0.0000000255	0.0000000289
2	73405000	73410000	2	73435000	73440000	64532	64538	0	0	0.3779333268	0.0000000015	0.0000000020
2	73465000	73470000	2	73505000	73510000	64544	64552	0	0	0.7213796055	0.0000000000	0.0000000000
2	73460000	73465000	2	73605000	73610000	64543	64572	0	0	0.4160048211	0.0000000000	0.0000000000
2	73520000	73525000	2	73600000	73605000	64555	64571	0	0	0.5152241556	0.0000000000	0.0000000000
2	73620000	73625000	2	73670000	73675000	64575	64585	0	0	0.3327369243	0.0000000511	0.0000000556
2	73915000	73920000	2	74360000	74365000	64634	64723	0	0	0.4099192676	0.0000000000	0.0000000000
2	73910000	73915000	2	74020000	74025000	64633	64655	0	0	0.3886593011	0.0000000043	0.0000000054
2	73905000	73910000	2	74225000	74230000	64632	64696	0	0	0.3287413591	0.0000000077	0.0000000094
