chrom	start	end	score	bins
11	64680000	64770000	113.65570650057009	9
11	64770000	64880000	117.69561541003283	11
11	64880000	64940000	99.50944801375023	6
11	64940000	65020000	104.35318504364905	8
11	65020000	65110000	141.11014518052554	9
11	65110000	65280000	232.0515085913421	17
11	65280000	65380000	146.07485839039083	10
11	65380000	65420000	146.35882658261863	4
11	65420000	65620000	142.36705247340333	20
11	65620000	65810000	152.21101230148807	19
11	65810000	65900000	155.31535049010995	9
11	65900000	65980000	169.74583485963313	8
11	65980000	66050000	161.909524420192	7
11	66050000	66110000	182.25437329766766	6
11	66110000	66240000	194.55669394274932	13
11	66240000	66440000	141.1387323253886	20
11	66440000	66650000	143.19687277281744	21
11	66650000	67000000	191.03037300787702	35
11	67000000	67100000	140.2614243311856	10
11	67100000	67150000	145.40842887335694	5
11	67150000	67270000	173.33021519104182	12
11	67270000	67320000	102.58425672940953	5
11	67320000	67390000	110.05773292027952	7
11	67390000	67570000	135.29002878022644	18
11	67570000	67760000	215.24702893293008	19
11	67760000	67880000	126.5593824111343	12
11	67880000	67970000	171.97069364839922	9
11	67970000	68070000	99.83703664897276	10
11	68070000	68220000	162.18371857192204	15
11	68220000	68360000	335.126296818784	14
11	68360000	68600000	230.0319285349073	24
11	68600000	68650000	130.06223611197032	5
11	68650000	68860000	222.5411654597708	21
11	68860000	69480000	281.8910210255666	62
11	69480000	70040000	446.77890863275053	56
11	70040000	70310000	351.3592225720574	27
11	70310000	70630000	270.4893620997123	32
11	70630000	70790000	264.31821196203487	16
11	70790000	71150000	226.72204859745284	36
11	71150000	71490000	343.1417610244328	34
11	71490000	71630000	265.34574167451746	14
11	71630000	71820000	214.5503394428392	19
11	71850000	71930000	122.46298258801906	8
11	71930000	72150000	197.96435100197547	22
11	72150000	72280000	134.79528084556458	13
11	72280000	72420000	206.11855712465606	14
11	72420000	72530000	273.37218011210575	11
11	72530000	72890000	243.7432130664085	36
11	72890000	72990000	180.07274381223866	10
11	72990000	73050000	123.17300943973325	6
11	73050000	73100000	144.40407218482787	5
11	73100000	73460000	243.7448921704542	36
11	73490000	73580000	175.57363980119487	9
11	73580000	73650000	177.20924555015523	7
11	73650000	73880000	231.67832253241582	23
11	73880000	73950000	204.05421669679157	7
11	73950000	74160000	223.27375467616406	21
11	74160000	74290000	162.97995787101382	13
11	74290000	74440000	200.90362694093383	15
11	74440000	74610000	276.68440939207517	17
11	74610000	74720000	145.93685417073848	11
11	74720000	74840000	126.67315450685341	12
11	74840000	74970000	125.04408198199735	13
11	74970000	75090000	183.97653034095953	12
11	75090000	75250000	199.08098630798142	16
11	75250000	75290000	129.84250005135564	4
11	75290000	75410000	189.09705519718077	12
11	75410000	75470000	210.94133552418768	6
11	75470000	75590000	238.03718655698637	12
11	75590000	75860000	213.45223293975945	27
11	75860000	76080000	247.12302102499757	22
11	76080000	76150000	145.46356884678607	7
11	76150000	76410000	240.4867894572782	26
11	76410000	76510000	187.9109157791394	10
11	76510000	76620000	163.19395733841665	11
11	76620000	76740000	179.4187304825829	12
11	76740000	76820000	173.19088697335965	8
11	76820000	76900000	209.51262778678034	8
11	76900000	77340000	267.26983724893216	44
11	77340000	77520000	214.14134325094267	18
11	77520000	77780000	186.95647121684334	26
11	77780000	77840000	178.21476714889636	6
11	77840000	77930000	224.1209083898401	9
11	77930000	78120000	151.0943811444871	19
11	78120000	78290000	262.74351073062616	17
11	78290000	79890000	777.8589761566673	160
11	79890000	80220000	336.8097561062055	33
11	80220000	80970000	318.25435019442614	75
11	80970000	82380000	611.0469453145869	141
11	82380000	82570000	363.4145422578962	19
11	82570000	82780000	159.684392008932	21
11	82780000	82910000	118.58599091975975	13
11	82910000	82990000	242.02745545389658	8
11	82990000	83530000	497.244705053093	54
11	83530000	84280000	550.5217194859774	75
11	84280000	84420000	394.2146340695805	14
11	84420000	85290000	395.3214453455306	87
11	85290000	85550000	392.8725497394752	26
11	85550000	85640000	245.96020500861414	9
11	85640000	85730000	341.167107385213	9
11	85730000	86010000	286.22955547882435	28
11	86010000	86150000	315.57220647229354	14
11	86150000	86560000	404.3058637139972	41
11	86560000	86630000	352.1239475185064	7
11	86630000	87050000	446.8233101986988	42
11	87050000	87140000	344.1955813075835	9
11	87140000	87750000	623.3344178780704	61
11	87750000	88020000	165.64704201163894	27
11	88020000	88090000	125.75406520920811	7
11	88090000	88280000	215.87186252562915	19
11	88280000	88710000	637.3897960030093	43
11	88710000	89350000	507.61762917969594	64
11	89350000	89410000	1157.6210209845033	6
11	89410000	89950000	694.0314810620857	54
11	89950000	90200000	317.6606606589659	25
11	90200000	90640000	306.5108789590117	44
11	90640000	90700000	387.88754832100096	6
11	90700000	90790000	406.513026581279	9
11	90790000	91420000	392.6036434282417	63
11	91420000	91670000	375.5908264691637	25
11	91670000	91730000	304.6860528372167	6
11	91730000	92060000	392.56353788299776	33
11	92060000	92790000	351.49551089227316	73
11	92790000	92930000	289.10883231675444	14
11	92930000	93280000	187.69293535618417	35
11	93280000	93390000	236.81518594406785	11
11	93390000	93470000	219.69570455524968	8
11	93470000	93830000	356.9767103066804	36
11	93830000	93960000	233.98635708947194	13
11	93960000	94140000	211.91362165732454	18
11	94140000	94240000	182.9206058474661	10
11	94240000	94350000	228.1584197494347	11
11	94350000	94680000	372.69797797309684	33
11	94680000	94780000	256.1414722377346	10
11	94780000	94880000	309.9337125762928	10
11	94880000	95280000	161.5363185466505	40
11	95280000	95510000	228.44273562884663	23
11	95510000	95720000	366.65244931236145	21
11	95720000	95910000	97.23652443821459	19
11	95910000	96490000	169.4385270188919	58
11	96490000	96800000	298.7857922648106	31
11	96800000	97100000	379.3485225759148	30
11	97130000	97460000	450.23660730295103	33
11	97460000	97870000	415.00231301675313	41
11	97870000	97960000	399.5128954540411	9
11	97960000	100140000	411.38876350129294	218
11	100140000	100250000	354.6700102607167	11
11	100250000	100340000	469.34594319008755	9
11	100340000	100430000	480.2336961860099	9
11	100430000	100890000	419.27051241338006	46
11	100890000	101150000	490.21535802508504	26
11	101150000	101510000	269.5901195980824	36
11	101510000	101720000	351.4766966546058	21
11	101720000	101900000	344.5829202212564	18
11	101900000	102130000	502.6628769305612	23
11	102130000	102360000	180.8332491319228	23
11	102360000	102410000	75.40681620163687	5
11	102410000	102540000	153.7060243332928	13
11	102540000	102970000	539.3670227162884	43
11	102970000	103480000	567.843865367276	51
11	103480000	103520000	283.64025187548646	4
11	103520000	104220000	351.4302979763985	70
11	104220000	104410000	405.4593268190231	19
11	104410000	104810000	297.4022274046591	40
11	104810000	105020000	261.1120692343582	21
11	105020000	105840000	482.54524392637535	82
11	105840000	105950000	394.0156950425158	11
11	105950000	106190000	299.61247397879873	24
11	106190000	106540000	286.38043200998436	35
11	106540000	106900000	312.49338636850825	36
11	106900000	107320000	371.3922118531204	42
11	107320000	107400000	269.81156015921783	8
11	107400000	107600000	222.70349728848342	20
11	107600000	107640000	104.16549181820955	4
11	107640000	107790000	191.8443475954876	15
11	107790000	107860000	166.11345430772707	7
11	107860000	108090000	189.64163971869138	23
11	108090000	108220000	142.1528334328691	13
11	108220000	108330000	154.85097201888087	11
11	108330000	108530000	173.38356134410475	20
11	108530000	108810000	362.6131272141012	28
11	108810000	109700000	489.76691172808546	89
11	109700000	109800000	275.36580371076684	10
11	109800000	109970000	277.1332606821612	17
11	109970000	110060000	147.72172123586583	9
11	110060000	110250000	244.28763267390508	19
11	110250000	110310000	144.84001345039187	6
11	110310000	111320000	475.5786333899465	101
11	111320000	111420000	211.9158924534672	10
11	111420000	111640000	170.63714680887387	22
11	111640000	111740000	99.84861422853821	10
11	111740000	111790000	167.74120462999295	5
11	111790000	111890000	195.0485848149692	10
11	111890000	111970000	193.69842327922714	8
11	111970000	112060000	197.30111353702682	9
11	112060000	112150000	230.11182782242093	9
11	112150000	112440000	305.5065801282725	29
11	112440000	112670000	258.80132682633166	23
11	112670000	113160000	278.12616885399024	49
11	113160000	113450000	309.2409660588863	29
11	113450000	113640000	340.86948667087063	19
11	113640000	113760000	392.6626678606367	12
11	113760000	114500000	719.124125701243	74
11	114500000	115190000	827.307843109685	69
11	115190000	115720000	257.5146200257176	53
11	115720000	115780000	170.09886113695296	6
11	115780000	115860000	150.21090979751216	8
11	115860000	116160000	227.12765657164553	30
11	116160000	116580000	685.9830650001923	42
11	116580000	116980000	259.02913648461094	40
11	117010000	117100000	272.82696318430703	9
11	117100000	117190000	223.65893158181382	9
11	117190000	117660000	325.558721459793	47
11	117660000	117810000	131.2937843177753	15
11	117810000	117930000	135.13217919276596	12
11	117930000	117990000	105.10541123645852	6
11	117990000	118160000	144.29908974777484	17
11	118160000	118220000	103.81063743861472	6
11	118220000	118440000	165.30071819255627	22
11	118470000	118540000	229.36481186457462	7
11	118540000	118650000	138.87678537347452	11
11	118650000	118760000	119.08334644419548	11
11	118760000	118860000	108.89435784701303	10
11	118860000	118970000	177.7277768940357	11
11	118970000	119070000	112.87462567106182	10
11	119070000	119200000	203.91695278998858	13
11	119200000	119340000	187.6222236260362	14
11	119340000	119490000	208.13765681267242	15
11	119490000	119620000	189.64823876198005	13
11	119620000	120020000	195.78583440855581	40
11	120020000	120090000	143.19658956959256	7
11	120090000	120190000	256.2763987155142	10
11	120190000	120360000	340.9219007811088	17
11	120360000	120580000	154.9552144605215	22
11	120580000	120700000	102.50665715256592	12
11	120700000	120820000	147.29156573320643	12
11	120820000	121100000	296.1838008587751	28
11	121100000	121160000	171.1453951662392	6
11	121160000	121330000	134.1176716136308	17
11	121330000	121510000	205.21355503054403	18
11	121510000	122070000	471.86323410092183	56
11	122070000	122430000	366.7728878274416	36
11	122430000	122650000	251.5200325552835	22
11	122650000	122720000	135.6995642242194	7
11	122720000	122920000	223.2818856353614	20
11	122920000	123120000	234.19952460328932	20
11	123120000	123350000	198.13180093489143	23
11	123350000	123450000	180.52810724529755	10
11	123450000	123600000	348.5762379275788	15
11	123600000	123910000	350.62978275676875	31
11	123910000	124260000	298.4106095357916	35
11	124260000	124470000	373.57198721437004	21
11	124470000	124740000	372.81486279103405	27
11	124740000	124800000	250.57918675702652	6
11	124800000	125010000	241.84096469905407	21
11	125010000	125300000	287.51956944635134	29
11	125300000	125430000	255.89640513598124	13
11	125430000	125550000	294.4538365519016	12
11	125550000	125750000	464.1892825140641	20
11	125750000	126070000	292.972534012833	32
11	126070000	126170000	283.2424323658571	10
11	126170000	126300000	266.66411064710627	13
11	126300000	126350000	175.10230745093804	5
11	126350000	126560000	207.2201667952377	21
11	126560000	126880000	197.15164323580194	32
11	126880000	127870000	417.7374816255157	99
11	127870000	128020000	388.2782924416372	15
11	128020000	128140000	257.78061259560207	12
11	128140000	128330000	144.77483984612712	19
11	128330000	128420000	84.42296595586156	9
11	128420000	128500000	155.608659481093	8
11	128500000	128730000	198.46389036294835	23
11	128730000	128840000	291.4869467528491	11
11	128840000	129220000	448.0483721752216	38
11	129220000	129690000	483.0975952571553	47
11	129690000	130010000	377.53344687627225	32
11	130010000	130290000	310.0819873921175	28
11	130290000	130780000	389.63390655165495	49
11	130780000	131100000	395.5636989647188	32
11	131100000	131440000	233.67256393181756	34
11	131440000	131550000	357.0609499091197	11
11	131550000	132010000	352.44073961173314	46
11	132010000	132300000	304.1458453740919	29
11	132300000	132930000	452.7531797015829	63
11	132930000	133290000	282.63954721769176	36
11	133290000	133760000	258.41523413295107	47
11	133760000	133900000	277.29568574883234	14
11	133900000	134010000	233.73505334677714	11
11	134010000	134140000	283.4550757616239	13
11	134140000	134210000	228.75859668602314	7
11	134210000	134570000	292.7289187442569	36
11	134570000	134700000	300.62560825356485	13
12	490000	660000	437.4464850384142	17
12	660000	860000	159.9868135535237	20
12	860000	930000	79.03657815460926	7
12	930000	1050000	231.00106891222626	12
12	1050000	1210000	232.06851890314184	16
12	1210000	1630000	169.8702972778607	42
12	1630000	1710000	213.71285167973647	8
12	1710000	1900000	257.63305931140815	19
12	1900000	2050000	166.9199225472137	15
12	2050000	2140000	218.8937992516527	9
12	2140000	2390000	223.11819779840926	25
12	2390000	2510000	188.59535364580634	12
12	2510000	2780000	211.87918477004965	27
12	2780000	2900000	314.7288727300981	12
12	2900000	2980000	185.34271549685783	8
12	2980000	3070000	184.21580820070335	9
12	3070000	3170000	217.46165122227308	10
12	3170000	3390000	314.8696264830469	22
12	3390000	3730000	196.21617816136586	34
12	3730000	3980000	289.43603296944997	25
12	3980000	4200000	217.27518092843414	22
12	4200000	4390000	225.52491109063905	19
12	4390000	4640000	234.51532574928112	25
12	4640000	4910000	263.6643915554939	27
12	4910000	4950000	225.72399490269694	4
12	4950000	5110000	210.42849762486222	16
12	5110000	5210000	160.15652099840779	10
12	5210000	6060000	354.0059504715464	85
12	6060000	6160000	230.98624389299889	10
12	6160000	6400000	278.23862966749414	24
12	6400000	6520000	173.02684679203517	12
12	6520000	6570000	109.51639791847711	5
12	6570000	6640000	107.27353790094664	7
12	6640000	6710000	129.84257769444537	7
12	6710000	6830000	118.92646435965854	12
12	6830000	6950000	121.2988855238521	12
12	6950000	7070000	164.4767669578268	12
12	7070000	7340000	300.036802202904	27
12	7340000	7800000	296.29538257998354	46
12	7800000	7980000	211.18619600077736	18
12	7980000	8060000	135.63120114881104	8
12	8060000	8170000	197.05870596593888	11
12	8170000	8230000	145.40050470017465	6
12	8230000	8390000	243.95157448057057	16
12	8390000	8640000	293.3187229269164	25
12	8640000	9050000	160.26729203833057	41
12	9050000	9090000	142.2302601937127	4
12	9090000	9210000	218.17012524778448	12
12	9210000	9440000	303.5256849657946	23
12	9440000	9770000	332.0025001255123	33
12	9770000	9890000	193.91473211975907	12
12	9890000	9950000	102.93738234818399	6
12	9950000	10090000	178.00403919509225	14
12	10090000	10170000	159.53708123965149	8
12	10170000	10300000	182.81456773225415	13
12	10300000	10360000	163.38265890112103	6
12	10360000	10760000	284.4564328229958	40
12	10760000	10900000	311.7375189855576	14
12	10900000	11350000	249.3830512359872	45
12	11350000	11640000	656.6569345952195	29
12	11640000	11790000	223.6573681852082	15
12	11790000	11870000	163.3498513955841	8
12	11870000	11980000	133.93420033417476	11
12	11980000	12190000	181.2042655430871	21
12	12190000	12500000	339.9527803128165	31
12	12500000	12620000	154.2516336163946	12
12	12620000	12710000	127.96773366083006	9
12	12710000	12890000	143.60555274371384	18
12	12890000	12930000	180.81262522032915	4
12	12930000	13040000	244.38961080134789	11
12	13040000	13250000	152.81419812419662	21
12	13250000	13680000	140.41272888238325	43
12	13680000	13880000	197.11677307725625	20
12	13880000	14100000	212.49151089245962	22
12	14100000	14250000	237.96646808644894	15
12	14250000	14330000	217.37128626980459	8
12	14330000	14510000	147.69753466669744	18
12	14510000	14770000	119.53198261111918	26
12	14770000	14870000	160.07887319638317	10
12	14870000	14910000	154.2881391525415	4
12	14910000	15420000	310.61102756160864	51
12	15420000	15670000	264.3821030312667	25
12	15670000	15740000	242.35662449980182	7
12	15740000	16060000	364.5731526670351	32
12	16060000	16150000	321.56685692182447	9
12	16150000	16490000	431.1392121087583	34
12	16490000	16750000	203.00230130547772	26
12	16750000	16830000	163.54283366137716	8
12	16830000	17090000	206.5943396404603	26
12	17090000	17230000	291.5088381269533	14
12	17230000	17540000	266.9577840839846	31
12	17540000	17820000	351.63784265643665	28
12	17820000	17910000	310.38150807043917	9
12	17910000	18010000	360.07796954631795	10
12	18010000	18260000	510.19708063159226	25
12	18260000	18370000	301.8413635374174	11
12	18370000	19000000	307.4612527288898	63
12	19000000	19450000	337.6870789464573	45
12	19450000	19720000	294.33640747227173	27
12	19720000	20050000	288.1964960058476	33
12	20050000	20780000	189.63136684029882	73
12	20780000	21570000	468.6723543384139	79
12	21570000	21660000	271.2548796378421	9
12	21660000	21830000	250.06120641337205	17
12	21830000	22190000	358.3022690112309	36
12	22190000	22600000	343.226109671206	41
12	22600000	22690000	225.72180457382615	9
12	22690000	22840000	288.84385675228214	15
12	22840000	22980000	303.66868424953634	14
12	22980000	23210000	267.44473453923257	23
12	23210000	23830000	275.7914514390628	62
12	23830000	23940000	215.00019637177192	11
12	23940000	24180000	214.84190975548555	24
12	24180000	24230000	224.47270674241835	5
12	24230000	24500000	189.4938530183459	27
12	24500000	24750000	180.12350829106907	25
12	24750000	24980000	237.3588183177339	23
12	24980000	25100000	207.14165996931925	12
12	25100000	25300000	225.25238478747747	20
12	25300000	25340000	102.1322398047749	4
12	25340000	25550000	324.7715381161524	21
12	25550000	26570000	281.0503352897948	102
12	26570000	26850000	235.6700397865663	28
12	26850000	26980000	224.94612563630557	13
12	26980000	27050000	125.20399370881532	7
12	27050000	27160000	198.54531200432106	11
12	27160000	27280000	123.12239511071516	12
12	27280000	27480000	179.06421365472772	20
12	27480000	27550000	232.3136728441334	7
12	27550000	27860000	440.2374148990705	31
12	27860000	27970000	197.43906346948924	11
12	27970000	28100000	228.86322095340273	13
12	28100000	28310000	370.1277436711801	21
12	28310000	29460000	280.8029028622148	115
12	29460000	29530000	221.00579236515816	7
12	29530000	29650000	378.79445419292387	12
12	29650000	29930000	244.9886768351269	28
12	29930000	30490000	213.58759284955786	56
12	30490000	30760000	332.0528534861839	27
12	30760000	30990000	365.0689619906299	23
12	30990000	31220000	268.376520441319	23
12	31220000	31420000	222.1209415324984	20
12	31420000	31470000	155.44208702600397	5
12	31470000	31540000	162.86749534545996	7
12	31540000	31800000	328.42953233909293	26
12	31800000	31950000	131.45437859616274	15
12	31950000	32040000	85.79718378534224	9
12	32040000	32210000	100.24965160788093	17
12	32210000	32250000	136.48518700861555	4
12	32250000	32820000	193.26951626142647	57
12	32820000	32900000	289.0151227439782	8
12	32900000	33080000	326.9788693359503	18
12	33080000	33790000	292.86073565603107	71
12	33790000	34170000	336.521503861296	38
12	34170000	34370000	350.6408475066259	20
12	38510000	38700000	352.59223429977976	19
12	38700000	38980000	242.93932054513738	28
12	38980000	39030000	211.22422800084146	5
12	39030000	39300000	310.51864107489047	27
12	39300000	39680000	740.2391677801354	38
12	39680000	39830000	260.147147291318	15
12	39830000	40140000	169.9314640533387	31
12	40140000	40390000	300.36978865437555	25
12	40390000	40490000	216.371628987584	10
12	40490000	40720000	335.8377242027149	23
12	40720000	41010000	269.1851954032942	29
12	41010000	41320000	293.6024150853518	31
12	41320000	41960000	346.14140147017036	64
12	41960000	42080000	316.0299505888645	12
12	42080000	42620000	257.92976577700466	54
12	42620000	42860000	156.78574101367644	24
12	42860000	42960000	232.75948109529082	10
12	42960000	43460000	249.7492409218449	50
12	43460000	43740000	273.2788057463239	28
12	43740000	44290000	480.790454132676	55
12	44290000	44700000	250.1751345770019	41
12	44700000	45070000	218.34071274369865	37
12	45070000	45150000	355.79597796443977	8
12	45150000	45360000	423.90365563161276	21
12	45360000	45820000	351.3489917196538	46
12	45820000	45920000	218.85045128431543	10
12	45920000	46110000	213.36680520881228	19
12	46110000	46380000	315.8075295903086	27
12	46380000	46660000	225.96820631172278	28
12	46660000	46740000	152.1079668779186	8
12	46740000	47070000	236.00630130472342	33
12	47070000	47410000	346.00629777181695	34
12	47410000	47700000	187.628049616245	29
12	47700000	47810000	184.20306258913462	11
12	47810000	48030000	447.9865223824118	22
12	48030000	48090000	239.8153028352246	6
12	48090000	48170000	136.57875523919898	8
12	48170000	48250000	157.60019322375945	8
12	48250000	48290000	120.2354854310242	4
12	48290000	48350000	132.75313182386907	6
12	48350000	48580000	245.461938947049	23
12	48580000	48760000	201.03342465039762	18
12	48760000	48840000	168.18338444908005	8
12	48840000	48930000	148.17339431208086	9
12	48930000	49030000	178.17376202009132	10
12	49030000	49100000	235.26788633341823	7
12	49100000	49200000	205.06707731300162	10
12	49200000	49380000	247.3958168337185	18
12	49380000	49450000	169.08507662034052	7
12	49450000	49520000	144.2348913762042	7
12	49520000	49650000	198.34526917116307	13
12	49650000	49740000	152.3671975902802	9
12	49740000	50010000	191.19990092737444	27
12	50010000	50240000	236.11774628477963	23
12	50240000	50350000	169.37193465678808	11
12	50350000	50460000	168.35889922325484	11
12	50460000	50570000	133.378522233319	11
12	50570000	50790000	151.37465504513332	22
12	50790000	50860000	165.71738276836845	7
12	50860000	51150000	312.56822713701246	29
12	51150000	51420000	264.55337228138853	27
12	51420000	51650000	152.33314594167084	23
12	51650000	51930000	190.6115949687528	28
12	51930000	52260000	282.3639827260062	33
12	52260000	52370000	174.87003996670734	11
12	52370000	52520000	338.6145821052237	15
12	52520000	52760000	246.25418602673398	24
12	52760000	53270000	188.9205193955087	51
12	53270000	53390000	296.6659645718922	12
12	53390000	53710000	434.2926480390339	32
12	53710000	53840000	117.5012320424301	13
12	53840000	53900000	214.83044091705202	6
12	53900000	54070000	229.26255721379388	17
12	54070000	54140000	172.09844462401824	7
12	54140000	54320000	230.87926047816472	18
12	54320000	54600000	209.69357759859668	28
12	54600000	54780000	243.0370616874478	18
12	54780000	54890000	213.47817128571168	11
12	54890000	54960000	309.995363222122	7
12	54960000	55380000	303.57193878740225	42
12	55380000	55540000	247.05114308643613	16
12	55540000	56010000	457.3231120083369	47
12	56010000	56110000	310.15081741660487	10
12	56110000	56200000	212.78124357404045	9
12	56200000	56320000	149.26134797379092	12
12	56320000	56360000	74.83134916063656	4
12	56360000	56430000	115.10326872343514	7
12	56430000	56500000	154.17580992001245	7
12	56500000	56580000	169.79069243325293	8
12	56580000	56690000	139.91770888748852	11
12	56690000	56860000	130.47048574096573	17
12	56860000	57020000	220.1667951646588	16
12	57020000	57070000	151.9604856658321	5
12	57070000	57140000	300.013590683336	7
12	57140000	57390000	262.1730340767013	25
12	57390000	57450000	106.130670145006	6
12	57450000	57510000	179.07811625799383	6
12	57510000	57590000	146.44914235709348	8
12	57590000	57640000	141.411488995986	5
12	57640000	57850000	226.99125707951382	21
12	57850000	57910000	150.37848878507046	6
12	57910000	58140000	416.5144743296149	23
12	58140000	58330000	530.1755782870596	19
12	58330000	58460000	480.4357270842909	13
12	58460000	58840000	403.17481319803534	38
12	58840000	59220000	259.40522978065593	38
12	59220000	59490000	320.2325723377724	27
12	59490000	59960000	552.546414372176	47
12	59960000	60470000	309.6540281757731	51
12	60470000	61740000	359.063145710061	127
12	61740000	62640000	482.6274253257242	90
12	62640000	62790000	401.54330833304914	15
12	62790000	62990000	141.64197758656707	20
12	62990000	63210000	176.53810525952338	22
12	63210000	63350000	326.52716786867273	14
12	63350000	63470000	323.13151425618486	12
12	63470000	63790000	297.91754611898745	32
12	63790000	64210000	380.86308218438876	42
12	64210000	64790000	359.4178913531352	58
12	64790000	64880000	293.05626059828904	9
12	64880000	65150000	358.68608322582105	27
12	65150000	65270000	241.61446346706592	12
12	65270000	65540000	193.48156138410383	27
12	65540000	65680000	332.79211915926294	14
12	65680000	66210000	327.9904402386567	53
12	66210000	66270000	183.6733332677936	6
12	66270000	66370000	146.19068658978958	10
12	66370000	66510000	196.10973191705955	14
12	66510000	66620000	196.4385516878499	11
12	66620000	67100000	256.2098730682571	48
12	67100000	67540000	422.24282946243585	44
12	67540000	67650000	358.38110035769074	11
12	67650000	67720000	402.2532803038415	7
12	67720000	68030000	229.88876253947194	31
12	68030000	68090000	125.62062154533015	6
12	68090000	68380000	225.92077650275013	29
12	68380000	68420000	191.81801597684589	4
12	68420000	68600000	256.7167866067215	18
12	68600000	68720000	210.63189250075854	12
12	68720000	69040000	163.43408719658336	32
12	69040000	69080000	133.5173420900905	4
12	69080000	69130000	126.58687710156343	5
12	69130000	69240000	293.0743785767195	11
12	69240000	69530000	376.3128527258829	29
12	69530000	69670000	244.14216067122555	14
12	69670000	69740000	203.18866889122268	7
12	69740000	70120000	299.5043289099744	38
12	70120000	70260000	495.70278990857696	14
12	70260000	70610000	335.6583668632073	35
12	70610000	70770000	310.82406234665893	16
12	70770000	70980000	249.4700713303331	21
12	70980000	71120000	369.40406875164206	14
12	71120000	71240000	300.84192889764387	12
12	71240000	71330000	361.4970948587609	9
12	71330000	71790000	369.98011478912167	46
12	71790000	71970000	255.445591683078	18
12	71970000	72140000	226.14505186505227	17
12	72140000	72230000	151.7304233644956	9
12	72230000	72330000	301.13574864107386	10
12	72330000	73070000	474.6743810593612	74
12	73070000	73220000	257.49494231921693	15
12	73220000	73330000	342.1128765715699	11
12	73330000	73600000	408.97794888432514	27
12	73600000	74240000	368.7824264287881	64
12	74240000	74800000	383.2402743913368	56
12	74800000	74940000	367.716037078358	14
12	74940000	75710000	547.9691763053108	77
12	75710000	75900000	409.847993324224	19
12	75900000	76300000	181.95164928752598	40
12	76300000	76420000	195.4698691021168	12
12	76420000	76470000	202.02115334216077	5
12	76470000	76730000	256.2092252144918	26
12	76730000	76860000	191.3501200736965	13
12	76860000	76980000	258.22764538133003	12
12	76980000	77400000	355.1517337979517	42
12	77400000	77690000	294.2424254849968	29
12	77690000	77800000	232.96881979780593	11
12	77800000	78080000	290.44363650785266	28
12	78080000	78380000	399.2172324885506	30
12	78380000	78990000	414.9466517491239	61
12	78990000	79310000	332.1319272378109	32
12	79310000	79770000	299.81645529376317	46
12	79770000	79910000	520.3616775180503	14
12	79910000	80080000	196.56159339042526	17
12	80080000	80150000	123.05854389714209	7
12	80150000	80320000	220.2547522723642	17
12	80320000	80570000	234.41208160553228	25
12	80570000	80690000	224.35838394100875	12
12	80690000	80800000	266.4368638835234	11
12	80800000	81150000	270.07479306522583	35
12	81150000	82010000	337.38612766749714	86
12	82010000	82740000	431.25044858583095	73
12	82740000	83070000	430.3779393412641	33
12	83070000	83460000	211.84326530812697	39
12	83460000	83890000	259.0915343940397	43
12	83890000	84230000	326.53243596394304	34
12	84230000	84460000	345.9626765587336	23
12	84460000	84900000	372.91283911843385	44
12	84900000	85230000	488.1007061594041	33
12	85230000	85800000	472.71701123397065	57
12	85800000	85840000	230.5749736694016	4
12	85840000	85960000	216.2879487480157	12
12	85960000	86650000	279.4996388921117	69
12	86650000	87160000	382.4936062727617	51
12	87160000	87630000	428.18569832486514	47
12	87630000	88420000	505.7358329804444	79
12	88420000	88530000	390.00464741676336	11
12	88530000	88830000	298.24331459998825	30
12	88830000	89390000	364.6768057490468	56
12	89390000	89850000	325.3388329136066	46
12	89850000	89920000	264.7479287065323	7
12	89920000	90270000	179.80307185333078	35
12	90270000	90500000	132.07562595187798	23
12	90500000	90640000	266.8109669690912	14
12	90640000	90740000	218.2330273698654	10
12	90740000	91740000	385.40657284025684	100
12	91740000	91940000	249.02309620901875	20
12	91940000	92160000	173.77368299051767	22
12	92160000	92370000	158.72157950826312	21
12	92370000	92530000	185.15242025508377	16
12	92530000	92750000	154.75042570603725	22
12	92750000	92790000	92.0279173518993	4
12	92790000	92890000	100.76833671746068	10
12	92890000	92980000	164.5409635105039	9
12	92980000	93090000	350.038241217372	11
12	93090000	93160000	344.01259746288696	7
12	93160000	93310000	249.74654820197728	15
12	93310000	93370000	199.69517088614495	6
12	93370000	93480000	101.86359995351347	11
12	93480000	93550000	108.53106500874912	7
12	93550000	93830000	140.84697598647796	28
12	93860000	93950000	270.46305142456333	9
12	93950000	94060000	171.96663263242033	11
12	94060000	94140000	149.13404750902444	8
12	94140000	94510000	224.99463315255272	37
12	94510000	94660000	226.33858877106695	15
12	94690000	94940000	176.6834293141928	25
12	94940000	95150000	195.44980491523316	21
12	95150000	95270000	201.07418767472967	12
12	95270000	95390000	224.61700795385462	12
12	95390000	95460000	244.00063794260777	7
12	95460000	95610000	196.51699264587518	15
12	95610000	95700000	182.30416499913972	9
12	95700000	95860000	166.81206521575987	16
12	95860000	96240000	186.69953770465855	38
12	96240000	96420000	266.7278841430998	18
12	96420000	96610000	190.43562776643864	19
12	96610000	96790000	151.81634630121638	18
12	96790000	96960000	172.00314094241523	17
12	96960000	97280000	366.5936250276468	32
12	97280000	97370000	262.2135270152929	9
12	97370000	97690000	239.47787971959028	32
12	97690000	97800000	200.41617657622191	11
12	97800000	98520000	296.85883385619746	72
