BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr2	170400000	170405000	chr2	170810000	170815000	0.0026242814149821025	2.599207668339954
chr2	170490000	170495000	chr2	170805000	170810000	0.1557845124039221	2.599207668339954
chr2	170595000	170600000	chr2	171985000	171990000	0.16763878151379177	2.111212657236631
chr2	170615000	170620000	chr2	172265000	172270000	0.18578786830540497	2.599207668339954
chr2	170715000	170720000	chr2	170810000	170815000	0.12198343750611025	3.6758347359905126
chr2	170720000	170725000	chr2	172045000	172050000	0.17676723989694604	2.111212657236631
chr2	170885000	170890000	chr2	172295000	172300000	0.1645042704812115	2.111212657236631
chr2	170925000	170930000	chr2	172000000	172005000	0.12198343750611025	2.111212657236631
chr2	170925000	170930000	chr2	172100000	172105000	0.13317252274110294	2.599207668339954
chr2	170925000	170930000	chr2	172565000	172570000	0.1883779473362421	3.6758347359905126
chr2	170960000	170965000	chr2	171555000	171560000	0.09836882499997009	6.4
chr2	170965000	170970000	chr2	172095000	172100000	0.07161435637590452	5.571523605095194
chr2	170970000	170975000	chr2	171445000	171450000	0.08637870847811943	5.198415336679908
chr2	171085000	171090000	chr2	171425000	171430000	0.14892544055058904	3.2
chr2	171160000	171165000	chr2	171315000	171320000	0.002045069001425389	3.2
chr2	171155000	171160000	chr2	171415000	171420000	0.0001371273040463156	3.2
chr2	171245000	171250000	chr2	171410000	171415000	0.11927286504338808	5.198415336679908
chr2	171320000	171325000	chr2	171415000	171420000	2.7242065177218292e-05	3.2
chr2	171575000	171580000	chr2	171700000	171705000	0.17676723989694604	3.2
chr2	171580000	171585000	chr2	172705000	172710000	0.16763878151379177	2.599207668339954
chr2	171585000	171590000	chr2	172115000	172120000	0.0026242814149821025	3.6758347359905126
chr2	171585000	171590000	chr2	172465000	172470000	0.006974412584312385	3.6758347359905126
chr2	171625000	171630000	chr2	172615000	172620000	0.17535432384499117	2.111212657236631
chr2	171700000	171705000	chr2	172465000	172470000	0.007596192127942996	2.599207668339954
chr2	171705000	171710000	chr2	172105000	172110000	6.441232502004982e-05	3.2
chr2	171800000	171805000	chr2	172480000	172485000	0.1362765850298371	3.6758347359905126
chr2	171805000	171810000	chr2	172105000	172110000	0.03481478256417578	3.6758347359905126
chr2	172170000	172175000	chr2	172460000	172465000	0.01039817345131488	2.111212657236631
chr2	172185000	172190000	chr2	173645000	173650000	0.19360517374755518	2.599207668339954
chr2	172665000	172670000	chr2	173780000	173785000	0.12198343750611025	2.111212657236631
chr2	172805000	172810000	chr2	172930000	172935000	0.0004449905298795261	2.111212657236631
chr2	172860000	172865000	chr2	172930000	172935000	2.7242065177218292e-05	2.111212657236631
chr2	173010000	173015000	chr2	174265000	174270000	0.061547054220392625	2.111212657236631
chr2	173025000	173030000	chr2	174340000	174345000	0.008541791317071574	3.6758347359905126
chr2	173025000	173030000	chr2	173210000	173215000	3.0429019723943185e-06	2.111212657236631
chr2	173025000	173030000	chr2	173395000	173400000	0.004523529138232968	3.2
chr2	173025000	173030000	chr2	173440000	173445000	0.07037003399172737	2.111212657236631
chr2	173045000	173050000	chr2	174280000	174285000	0.05265851921305692	2.111212657236631
chr2	173080000	173085000	chr2	173200000	173205000	0.0370030407867681	3.6758347359905126
chr2	173190000	173195000	chr2	174345000	174350000	0.12198343750611025	3.6758347359905126
chr2	173210000	173215000	chr2	174345000	174350000	0.15243147330642456	3.2
chr2	173240000	173245000	chr2	173360000	173365000	0.07297687850959263	4.525483399593905
chr2	173275000	173280000	chr2	173350000	173355000	0.1583820339064118	2.599207668339954
chr2	173270000	173275000	chr2	174355000	174360000	0.12809684100716634	4.525483399593905
chr2	173360000	173365000	chr2	174385000	174390000	0.1217519658860978	2.599207668339954
chr2	173400000	173405000	chr2	174340000	174345000	3.0429019723943185e-06	2.111212657236631
chr2	173395000	173400000	chr2	174445000	174450000	0.07438630694231281	3.6758347359905126
chr2	173400000	173405000	chr2	173665000	173670000	0.19256255450627832	2.111212657236631
chr2	173400000	173405000	chr2	174055000	174060000	0.07324655124242561	3.6758347359905126
chr2	173450000	173455000	chr2	174340000	174345000	0.03378418280161647	2.599207668339954
chr2	173495000	173500000	chr2	174335000	174340000	0.05524081234758788	2.599207668339954
chr2	173565000	173570000	chr2	174060000	174065000	0.17109735415333	4.525483399593905
chr2	173565000	173570000	chr2	174335000	174340000	0.012350171363784447	3.2
chr2	173615000	173620000	chr2	174335000	174340000	0.15448795215909267	2.111212657236631
chr2	173740000	173745000	chr2	174055000	174060000	0.18128290124887309	3.6758347359905126
chr2	173760000	173765000	chr2	174335000	174340000	0.0700943788114536	5.571523605095194
chr2	173880000	173885000	chr2	174340000	174345000	0.04649329056521293	3.2
chr2	173880000	173885000	chr2	174040000	174045000	0.13812685347618583	2.111212657236631
chr2	173930000	173935000	chr2	174335000	174340000	0.1605097403873167	3.6758347359905126
chr2	173970000	173975000	chr2	174030000	174035000	0.1583820339064118	2.111212657236631
chr2	174155000	174160000	chr2	174340000	174345000	0.0002959124553836159	2.111212657236631
chr2	174460000	174465000	chr2	174540000	174545000	0.00046470562680097553	3.2
chr2	174460000	174465000	chr2	174575000	174580000	0.19818939334585678	2.111212657236631
chr2	174465000	174470000	chr2	174685000	174690000	0.001467147370917472	2.599207668339954
chr2	174575000	174580000	chr2	174685000	174690000	3.158382445311858e-05	2.111212657236631
chr2	174700000	174705000	chr2	174990000	174995000	0.16501125717113097	2.111212657236631
chr2	174700000	174705000	chr2	175190000	175195000	0.15162713897159594	2.111212657236631
chr2	174765000	174770000	chr2	174990000	174995000	0.18128290124887309	3.6758347359905126
chr2	175030000	175035000	chr2	175285000	175290000	0.12198343750611025	2.599207668339954
chr2	175035000	175040000	chr2	175190000	175195000	0.13448234262860218	3.2
chr2	175080000	175085000	chr2	175970000	175975000	0.17156593736949202	2.599207668339954
chr2	175115000	175120000	chr2	175175000	175180000	0.09382643215752637	3.2
chr2	175250000	175255000	chr2	176090000	176095000	0.017257377829033343	3.2
chr2	175310000	175315000	chr2	176095000	176100000	0.0036192773694194336	3.2
chr2	175315000	175320000	chr2	176640000	176645000	0.1345686613110238	2.599207668339954
chr2	175330000	175335000	chr2	176460000	176465000	0.15162713897159594	2.111212657236631
chr2	175365000	175370000	chr2	176090000	176095000	3.69369689933452e-05	2.599207668339954
chr2	175360000	175365000	chr2	176650000	176655000	0.09781209835261306	2.111212657236631
chr2	175375000	175380000	chr2	176425000	176430000	0.10248885616045733	2.111212657236631
chr2	175410000	175415000	chr2	176090000	176095000	0.006974412584312385	2.111212657236631
chr2	175635000	175640000	chr2	176535000	176540000	0.13931950240699956	2.111212657236631
chr2	175690000	175695000	chr2	176090000	176095000	2.7242065177218292e-05	3.6758347359905126
chr2	175690000	175695000	chr2	176640000	176645000	0.0746529141819299	3.2
chr2	176075000	176080000	chr2	176640000	176645000	0.07010411069391301	2.599207668339954
chr2	176080000	176085000	chr2	176165000	176170000	0.1425045664118147	3.2
chr2	176080000	176085000	chr2	177145000	177150000	0.08977189124402558	2.599207668339954
chr2	176115000	176120000	chr2	176710000	176715000	0.15162713897159594	2.599207668339954
chr2	176115000	176120000	chr2	177330000	177335000	0.1345701548786466	2.599207668339954
chr2	176120000	176125000	chr2	176645000	176650000	2.7242065177218292e-05	3.2
chr2	176120000	176125000	chr2	176815000	176820000	0.13134442326254614	2.599207668339954
chr2	176125000	176130000	chr2	177145000	177150000	2.155537922754469e-05	3.2
chr2	176140000	176145000	chr2	176555000	176560000	0.003403181871667403	2.111212657236631
chr2	176155000	176160000	chr2	177850000	177855000	0.10176695315992797	2.111212657236631
chr2	176170000	176175000	chr2	176805000	176810000	0.0700943788114536	3.6758347359905126
chr2	176180000	176185000	chr2	177805000	177810000	0.10248885616045733	2.111212657236631
chr2	176215000	176220000	chr2	177140000	177145000	0.15448795215909267	2.599207668339954
chr2	176240000	176245000	chr2	177735000	177740000	0.08637870847811943	2.111212657236631
chr2	176260000	176265000	chr2	177145000	177150000	0.10248885616045733	2.111212657236631
chr2	176455000	176460000	chr2	176635000	176640000	0.18318212871815906	3.2
chr2	176455000	176460000	chr2	177145000	177150000	0.0004545286081379648	2.111212657236631
chr2	176555000	176560000	chr2	177140000	177145000	0.09382643215752637	2.599207668339954
chr2	176585000	176590000	chr2	177745000	177750000	0.1960724847413403	2.111212657236631
chr2	176640000	176645000	chr2	177770000	177775000	0.07919268045164093	2.599207668339954
chr2	176650000	176655000	chr2	177145000	177150000	0.000535545195574727	2.111212657236631
chr2	176655000	176660000	chr2	177705000	177710000	0.15448795215909267	2.111212657236631
chr2	176665000	176670000	chr2	176805000	176810000	0.1345701548786466	6.4
chr2	176815000	176820000	chr2	177140000	177145000	0.00124731914020626	2.599207668339954
chr2	176865000	176870000	chr2	177140000	177145000	0.197802392578321	2.599207668339954
chr2	176935000	176940000	chr2	176995000	177000000	0.14248755032666013	2.111212657236631
chr2	177155000	177160000	chr2	177760000	177765000	0.011988941637173336	2.111212657236631
chr2	177160000	177165000	chr2	177295000	177300000	0.005628171898940507	2.111212657236631
chr2	177160000	177165000	chr2	177330000	177335000	6.411433288722179e-06	2.111212657236631
chr2	177160000	177165000	chr2	177410000	177415000	0.0006906774457709248	2.599207668339954
chr2	177160000	177165000	chr2	177720000	177725000	6.176671222943852e-05	2.111212657236631
chr2	177165000	177170000	chr2	177260000	177265000	0.005628171898940507	2.111212657236631
chr2	177170000	177175000	chr2	177210000	177215000	0.0013642545611116529	2.111212657236631
chr2	177305000	177310000	chr2	177725000	177730000	0.12115905327714252	2.111212657236631
chr2	177335000	177340000	chr2	177415000	177420000	0.00022155880004361768	2.111212657236631
chr2	177335000	177340000	chr2	177720000	177725000	4.942494237991646e-05	2.111212657236631
chr2	177335000	177340000	chr2	177760000	177765000	0.036298575436846066	2.111212657236631
chr2	177420000	177425000	chr2	177720000	177725000	0.1169199559059474	2.599207668339954
chr2	177495000	177500000	chr2	177720000	177725000	0.020630335491902737	3.2
chr2	177550000	177555000	chr2	177615000	177620000	0.023855904002319905	2.111212657236631
chr2	194165000	194170000	chr2	195310000	195315000	0.0019239781442731744	2.111212657236631
chr2	194165000	194170000	chr2	194815000	194820000	0.06742801612852861	2.111212657236631
chr2	194550000	194555000	chr2	196060000	196065000	0.020407033477344756	2.111212657236631
chr2	194550000	194555000	chr2	195315000	195320000	0.00033971469407968806	2.111212657236631
chr2	194575000	194580000	chr2	195060000	195065000	0.10680691721322005	2.111212657236631
chr2	194620000	194625000	chr2	195315000	195320000	0.12683940664925447	2.111212657236631
chr2	194670000	194675000	chr2	195310000	195315000	0.1028499122678793	2.599207668339954
chr2	194700000	194705000	chr2	195925000	195930000	0.19875863465216148	2.111212657236631
chr2	194715000	194720000	chr2	195305000	195310000	0.17259404028988987	2.599207668339954
chr2	195005000	195010000	chr2	195900000	195905000	0.15668865517283026	2.111212657236631
chr2	195060000	195065000	chr2	195990000	195995000	0.1961260027955006	2.111212657236631
chr2	195325000	195330000	chr2	195660000	195665000	0.022991435286522654	3.6758347359905126
chr2	195320000	195325000	chr2	196055000	196060000	0.11252194775573884	2.599207668339954
chr2	195400000	195405000	chr2	195660000	195665000	0.07758948057314816	2.111212657236631
chr2	195495000	195500000	chr2	195655000	195660000	0.014181836200999944	2.599207668339954
chr2	195500000	195505000	chr2	196065000	196070000	0.16673914134919007	2.111212657236631
chr2	195545000	195550000	chr2	195655000	195660000	0.13673364898968246	5.198415336679908
chr2	195570000	195575000	chr2	195650000	195655000	0.0030990348394688283	2.599207668339954
chr2	195570000	195575000	chr2	196060000	196065000	0.1961260027955006	2.599207668339954
chr2	195665000	195670000	chr2	196060000	196065000	0.00014095703414169534	2.111212657236631
chr2	196075000	196080000	chr2	196335000	196340000	0.02060138982564297	2.111212657236631
chr2	196085000	196090000	chr2	196160000	196165000	0.025807332193306665	3.6758347359905126
chr2	196080000	196085000	chr2	196280000	196285000	4.484373336333114e-05	2.599207668339954
chr2	196085000	196090000	chr2	196450000	196455000	0.019849571438130403	6.4
chr2	196080000	196085000	chr2	196755000	196760000	0.088911341265331	3.2
chr2	196135000	196140000	chr2	197395000	197400000	0.09261997167401409	2.111212657236631
chr2	196160000	196165000	chr2	196270000	196275000	0.0005023613024560447	3.6758347359905126
chr2	196170000	196175000	chr2	197295000	197300000	0.15668865517283026	2.599207668339954
chr2	196295000	196300000	chr2	196450000	196455000	0.0023817732197043895	2.111212657236631
chr2	196300000	196305000	chr2	196755000	196760000	0.0492210253883667	4.222425314473262
chr2	196300000	196305000	chr2	197370000	197375000	0.11165171474238976	3.6758347359905126
chr2	196640000	196645000	chr2	197635000	197640000	0.19711266963283716	2.111212657236631
chr2	196755000	196760000	chr2	197775000	197780000	0.046448647350281355	2.599207668339954
chr2	196770000	196775000	chr2	197395000	197400000	0.0008623073085282466	5.198415336679908
chr2	196865000	196870000	chr2	197380000	197385000	0.16479191481298516	3.6758347359905126
chr2	196965000	196970000	chr2	197375000	197380000	0.17542010681153214	2.599207668339954
chr2	196965000	196970000	chr2	197780000	197785000	0.0492210253883667	2.599207668339954
chr2	197005000	197010000	chr2	197385000	197390000	0.009360426037289718	3.6758347359905126
chr2	197015000	197020000	chr2	197775000	197780000	0.015229549191711123	2.599207668339954
chr2	197090000	197095000	chr2	197785000	197790000	0.19296171927704386	2.111212657236631
chr2	197105000	197110000	chr2	197375000	197380000	0.0009421751993445225	3.6758347359905126
chr2	197110000	197115000	chr2	197175000	197180000	0.028939650329241604	3.2
chr2	197110000	197115000	chr2	197780000	197785000	0.12997270075653886	2.599207668339954
chr2	197120000	197125000	chr2	197310000	197315000	0.027751336603341184	3.2
chr2	197180000	197185000	chr2	197775000	197780000	0.009664911051174755	2.111212657236631
chr2	197185000	197190000	chr2	197375000	197380000	0.0006938390854153239	3.2
chr2	197195000	197200000	chr2	197305000	197310000	2.920645975068581e-06	2.599207668339954
chr2	197200000	197205000	chr2	197250000	197255000	0.13673364898968246	3.2
chr2	197255000	197260000	chr2	197300000	197305000	0.0030990348394688283	2.111212657236631
chr2	197400000	197405000	chr2	197775000	197780000	0.011790571024227916	3.6758347359905126
chr2	197400000	197405000	chr2	197485000	197490000	0.028700933740076585	2.599207668339954
chr2	197420000	197425000	chr2	197775000	197780000	0.028625240935527076	2.111212657236631
chr2	197500000	197505000	chr2	197705000	197710000	0.15668865517283026	2.111212657236631
chr2	197710000	197715000	chr2	197775000	197780000	0.00019703580719200784	2.111212657236631
chr2	197710000	197715000	chr2	198125000	198130000	0.1961260027955006	2.111212657236631
chr2	197800000	197805000	chr2	198125000	198130000	3.7553515577215535e-06	2.111212657236631
chr2	197800000	197805000	chr2	198295000	198300000	6.95058796232725e-05	2.111212657236631
chr2	197805000	197810000	chr2	198050000	198055000	0.13969930351852547	2.111212657236631
chr2	197810000	197815000	chr2	199580000	199585000	0.17250624951773835	3.2
chr2	197850000	197855000	chr2	198120000	198125000	0.08046075442636136	2.111212657236631
chr2	198150000	198155000	chr2	199730000	199735000	0.13969930351852547	3.2
chr2	198155000	198160000	chr2	199885000	199890000	0.12153290577004851	2.599207668339954
chr2	198195000	198200000	chr2	199845000	199850000	0.1961260027955006	2.111212657236631
chr2	198310000	198315000	chr2	199485000	199490000	0.00016190345062017109	2.111212657236631
chr2	198310000	198315000	chr2	199740000	199745000	4.484373336333114e-05	2.111212657236631
chr2	198315000	198320000	chr2	199595000	199600000	0.018883713047455352	2.111212657236631
chr2	198655000	198660000	chr2	199480000	199485000	0.010152527639974816	2.599207668339954
chr2	198900000	198905000	chr2	199455000	199460000	0.11319171801883246	2.111212657236631
chr2	199800000	199805000	chr2	200680000	200685000	0.15668865517283026	2.111212657236631
chr2	199965000	199970000	chr2	200860000	200865000	0.06705356531839061	3.6758347359905126
chr2	199975000	199980000	chr2	200805000	200810000	0.029073143379765642	4.222425314473262
chr2	199970000	199975000	chr2	200510000	200515000	0.022991435286522654	2.599207668339954
chr2	199975000	199980000	chr2	200410000	200415000	0.1961260027955006	2.111212657236631
chr2	199975000	199980000	chr2	200480000	200485000	2.920645975068581e-06	4.222425314473262
chr2	199975000	199980000	chr2	200575000	200580000	0.07399290871420128	2.111212657236631
chr2	199975000	199980000	chr2	200700000	200705000	4.484373336333114e-05	2.111212657236631
chr2	199980000	199985000	chr2	200375000	200380000	0.1654291278787645	5.571523605095194
chr2	199985000	199990000	chr2	201170000	201175000	0.11165171474238976	2.111212657236631
chr2	199990000	199995000	chr2	200655000	200660000	0.1822205788577446	3.6758347359905126
chr2	200575000	200580000	chr2	200700000	200705000	0.0492210253883667	2.111212657236631
chr2	200715000	200720000	chr2	200805000	200810000	0.004943230811244744	2.599207668339954
chr2	200710000	200715000	chr2	201065000	201070000	0.18648831337683802	2.111212657236631
chr2	200710000	200715000	chr2	201170000	201175000	0.05795073466301079	2.111212657236631
chr2	200715000	200720000	chr2	200870000	200875000	0.1961260027955006	3.6758347359905126
chr2	200895000	200900000	chr2	201225000	201230000	0.001544058631235614	2.599207668339954
chr2	200905000	200910000	chr2	201065000	201070000	7.236666849230743e-05	3.2
chr2	200900000	200905000	chr2	201115000	201120000	0.1654291278787645	2.111212657236631
chr2	200900000	200905000	chr2	201175000	201180000	2.920645975068581e-06	2.111212657236631
chr2	200960000	200965000	chr2	201170000	201175000	0.019849571438130403	2.599207668339954
chr2	200965000	200970000	chr2	201060000	201065000	0.10190713404630945	2.599207668339954
chr2	201070000	201075000	chr2	201165000	201170000	0.005167682745773838	3.2
chr2	201120000	201125000	chr2	201160000	201165000	0.06197723278680577	2.599207668339954
chr2	201180000	201185000	chr2	201225000	201230000	0.00014095703414169534	2.111212657236631
chr2	201235000	201240000	chr2	201640000	201645000	0.025221656351767235	2.599207668339954
chr2	201240000	201245000	chr2	201360000	201365000	6.95058796232725e-05	2.111212657236631
chr2	208260000	208265000	chr2	210165000	210170000	0.1630685580162615	3.2
chr2	208315000	208320000	chr2	210165000	210170000	0.15845110873035917	3.2
chr2	208330000	208335000	chr2	210030000	210035000	0.1772571933626311	3.6758347359905126
chr2	208355000	208360000	chr2	210030000	210035000	0.04739259580755094	2.111212657236631
chr2	208390000	208395000	chr2	210200000	210205000	0.11344193201599614	3.2
chr2	209325000	209330000	chr2	210185000	210190000	0.19956525996971478	2.111212657236631
chr2	209340000	209345000	chr2	210205000	210210000	0.17338120675841	2.111212657236631
chr2	209770000	209775000	chr2	210205000	210210000	0.18775356118455697	3.6758347359905126
chr2	209830000	209835000	chr2	210220000	210225000	0.15835935994627728	2.599207668339954
chr2	209920000	209925000	chr2	210205000	210210000	0.06673760820247716	3.6758347359905126
chr2	209975000	209980000	chr2	210400000	210405000	0.14047546819849022	2.111212657236631
chr2	209980000	209985000	chr2	210190000	210195000	2.2807298349913907e-07	2.599207668339954
chr2	210070000	210075000	chr2	210190000	210195000	0.011200328329483845	2.111212657236631
chr2	210245000	210250000	chr2	210395000	210400000	0.08111042901192538	2.599207668339954
chr2	210245000	210250000	chr2	211160000	211165000	0.15845110873035917	2.111212657236631
chr2	210250000	210255000	chr2	211035000	211040000	0.19870753796516327	2.111212657236631
chr2	210505000	210510000	chr2	211030000	211035000	0.016867838156576036	2.111212657236631
chr2	210570000	210575000	chr2	211150000	211155000	0.04489149544657542	2.599207668339954
chr2	210580000	210585000	chr2	211030000	211035000	0.13039317927301183	2.111212657236631
chr2	210615000	210620000	chr2	211035000	211040000	0.00373308112252424	2.599207668339954
chr2	210615000	210620000	chr2	211150000	211155000	0.008345510571538668	2.111212657236631
chr2	210640000	210645000	chr2	210700000	210705000	0.17957494288323342	2.111212657236631
chr2	210905000	210910000	chr2	210995000	211000000	0.18193491060921008	2.599207668339954
chr2	211085000	211090000	chr2	212565000	212570000	0.005421388045592471	2.599207668339954
chr2	211455000	211460000	chr2	212560000	212565000	5.91704527836967e-05	2.599207668339954
chr2	211490000	211495000	chr2	212515000	212520000	0.1735165669705679	2.111212657236631
chr2	211500000	211505000	chr2	212555000	212560000	0.19956525996971478	1.8379173679952563
chr2	211535000	211540000	chr2	212475000	212480000	0.03257368770903558	2.111212657236631
chr2	211585000	211590000	chr2	212550000	212555000	0.131976295145765	2.111212657236631
chr2	211640000	211645000	chr2	212560000	212565000	0.08777803281813348	2.111212657236631
chr2	211735000	211740000	chr2	212605000	212610000	0.05685441057143017	2.111212657236631
chr2	211740000	211745000	chr2	212530000	212535000	0.16374762842444338	2.111212657236631
chr2	211740000	211745000	chr2	212565000	212570000	0.0004705745961796737	2.111212657236631
chr2	211780000	211785000	chr2	212560000	212565000	0.19956525996971478	2.599207668339954
chr2	212145000	212150000	chr2	212560000	212565000	0.016867838156576036	3.2
chr2	212150000	212155000	chr2	212520000	212525000	0.09706230992851873	2.599207668339954
chr2	212675000	212680000	chr2	214065000	214070000	0.16168156295189007	2.111212657236631
chr2	212685000	212690000	chr2	213245000	213250000	0.03510321782130785	2.599207668339954
chr2	212680000	212685000	chr2	213935000	213940000	0.09479508029256398	2.599207668339954
chr2	212685000	212690000	chr2	212770000	212775000	0.12936210056793077	2.599207668339954
chr2	212685000	212690000	chr2	213005000	213010000	0.08974229560441989	2.111212657236631
chr2	212685000	212690000	chr2	213150000	213155000	0.00587066857529791	2.111212657236631
chr2	212730000	212735000	chr2	213235000	213240000	0.01856320047996658	2.111212657236631
chr2	212775000	212780000	chr2	213010000	213015000	0.049620864904390376	2.111212657236631
chr2	212775000	212780000	chr2	213145000	213150000	0.04647275096536848	2.599207668339954
chr2	212775000	212780000	chr2	213230000	213235000	0.1886066415725269	2.599207668339954
chr2	213020000	213025000	chr2	213145000	213150000	0.0004181829855968032	4.222425314473262
chr2	213015000	213020000	chr2	213230000	213235000	7.175081591833296e-07	2.111212657236631
chr2	213020000	213025000	chr2	214740000	214745000	0.06350207833809321	3.2
chr2	213160000	213165000	chr2	213230000	213235000	1.5612184670980395e-07	3.2
chr2	213155000	213160000	chr2	215005000	215010000	0.17338120675841	2.111212657236631
chr2	213245000	213250000	chr2	213780000	213785000	0.1735165669705679	2.599207668339954
chr2	213245000	213250000	chr2	214735000	214740000	0.003565717397484608	3.6758347359905126
chr2	213250000	213255000	chr2	214805000	214810000	0.07484452535929474	3.6758347359905126
chr2	213250000	213255000	chr2	215005000	215010000	0.002241799488194889	3.6758347359905126
chr2	213250000	213255000	chr2	214310000	214315000	0.025243696558971733	2.111212657236631
chr2	213250000	213255000	chr2	214590000	214595000	0.016867838156576036	2.111212657236631
chr2	213250000	213255000	chr2	214830000	214835000	0.14463548194501594	2.111212657236631
chr2	213255000	213260000	chr2	214965000	214970000	0.06350207833809321	3.2
chr2	213255000	213260000	chr2	213880000	213885000	0.16374762842444338	2.111212657236631
chr2	213255000	213260000	chr2	213935000	213940000	0.00031436025714682474	2.599207668339954
chr2	213255000	213260000	chr2	214085000	214090000	0.12936210056793077	3.2
chr2	213255000	213260000	chr2	214175000	214180000	0.16374762842444338	3.6758347359905126
chr2	213255000	213260000	chr2	214395000	214400000	0.06673760820247716	2.599207668339954
chr2	213255000	213260000	chr2	214545000	214550000	0.06673760820247716	2.111212657236631
chr2	213255000	213260000	chr2	214655000	214660000	0.1772571933626311	3.6758347359905126
chr2	213255000	213260000	chr2	215130000	215135000	0.15835935994627728	4.222425314473262
chr2	213260000	213265000	chr2	214205000	214210000	0.1772571933626311	3.6758347359905126
chr2	213260000	213265000	chr2	214225000	214230000	0.19956525996971478	3.6758347359905126
chr2	213255000	213260000	chr2	214455000	214460000	0.14313556991555756	2.599207668339954
chr2	213260000	213265000	chr2	214490000	214495000	0.1630685580162615	3.2
chr2	213260000	213265000	chr2	214915000	214920000	0.1312766952365916	3.2
chr2	213310000	213315000	chr2	214920000	214925000	0.17780117168363357	2.111212657236631
chr2	213320000	213325000	chr2	215165000	215170000	0.15845110873035917	2.111212657236631
chr2	213430000	213435000	chr2	215255000	215260000	0.19956525996971478	2.599207668339954
chr2	213490000	213495000	chr2	213925000	213930000	0.1009453272943615	3.2
chr2	213570000	213575000	chr2	215170000	215175000	0.12936210056793077	2.111212657236631
chr2	213885000	213890000	chr2	215210000	215215000	0.06673760820247716	2.111212657236631
chr2	213890000	213895000	chr2	215170000	215175000	0.16878075247631044	2.111212657236631
chr2	214310000	214315000	chr2	215260000	215265000	0.10139100502594363	2.599207668339954
chr2	214310000	214315000	chr2	215930000	215935000	0.15669244497423498	2.599207668339954
chr2	214400000	214405000	chr2	215270000	215275000	0.15845110873035917	2.111212657236631
chr2	214490000	214495000	chr2	215920000	215925000	0.15845110873035917	2.599207668339954
chr2	214580000	214585000	chr2	215925000	215930000	0.05963115994033447	2.599207668339954
chr2	214735000	214740000	chr2	215920000	215925000	0.16878075247631044	3.2
chr2	214740000	214745000	chr2	215000000	215005000	0.15669244497423498	2.599207668339954
chr2	214745000	214750000	chr2	214795000	214800000	0.00836322522853976	3.2
chr2	214805000	214810000	chr2	215310000	215315000	0.18610048728564269	2.111212657236631
chr2	214810000	214815000	chr2	214995000	215000000	0.12951243753504424	2.111212657236631
chr2	214955000	214960000	chr2	215265000	215270000	0.02854945065845885	3.2
chr2	214960000	214965000	chr2	215925000	215930000	0.016867838156576036	2.111212657236631
chr2	215005000	215010000	chr2	215920000	215925000	0.0515719789247381	2.111212657236631
chr2	215015000	215020000	chr2	215265000	215270000	0.12283589396660592	2.599207668339954
chr2	215015000	215020000	chr2	215135000	215140000	0.15836652803993864	2.111212657236631
chr2	215130000	215135000	chr2	215260000	215265000	0.1772571933626311	2.599207668339954
chr2	215270000	215275000	chr2	215925000	215930000	0.0007550546620829695	2.599207668339954
chr2	215320000	215325000	chr2	215925000	215930000	0.035153668564270074	2.599207668339954
chr2	215350000	215355000	chr2	215925000	215930000	0.005384838149644744	4.525483399593905
chr2	215400000	215405000	chr2	215920000	215925000	0.15923021345921465	2.111212657236631
chr2	215445000	215450000	chr2	215825000	215830000	0.039938366690327076	3.2
chr2	215450000	215455000	chr2	215920000	215925000	0.00011226219058405681	2.111212657236631
chr2	215500000	215505000	chr2	215920000	215925000	0.15835935994627728	2.599207668339954
chr2	215560000	215565000	chr2	215915000	215920000	0.1153387000777013	2.599207668339954
chr2	215675000	215680000	chr2	215910000	215915000	0.040499553018416116	2.111212657236631
chr2	215835000	215840000	chr2	215910000	215915000	0.05137568807133147	3.2
chr2	215950000	215955000	chr2	216020000	216025000	0.00011226219058405681	2.599207668339954
chr2	216030000	216035000	chr2	216105000	216110000	0.02281478436618542	2.599207668339954
chr2	216130000	216135000	chr2	216180000	216185000	0.0011895782401661853	4.222425314473262
chr2	216215000	216220000	chr2	216405000	216410000	0.008345510571538668	2.111212657236631
chr2	216220000	216225000	chr2	216660000	216665000	0.12936210056793077	4.222425314473262
chr2	216270000	216275000	chr2	217860000	217865000	0.1915833383878695	2.111212657236631
chr2	216415000	216420000	chr2	216495000	216500000	0.039938366690327076	2.111212657236631
chr2	216515000	216520000	chr2	216665000	216670000	2.5530255687300496e-08	2.111212657236631
chr2	216525000	216530000	chr2	217710000	217715000	0.062375221309083226	2.599207668339954
chr2	216680000	216685000	chr2	217755000	217760000	0.1153387000777013	2.599207668339954
chr2	216680000	216685000	chr2	217710000	217715000	0.0007412649920748304	2.111212657236631
chr2	216690000	216695000	chr2	217510000	217515000	0.00034396888447391083	5.198415336679908
chr2	216690000	216695000	chr2	217160000	217165000	0.04848556469736686	3.6758347359905126
chr2	216780000	216785000	chr2	217510000	217515000	0.1153387000777013	2.111212657236631
chr2	217055000	217060000	chr2	217500000	217505000	0.19956525996971478	3.2
chr2	217090000	217095000	chr2	217220000	217225000	0.04326057512242246	2.111212657236631
chr2	217155000	217160000	chr2	217505000	217510000	0.039938366690327076	3.2
chr2	217165000	217170000	chr2	217220000	217225000	0.12596761093606637	2.111212657236631
